1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1
2,3,3,3,2,2,2,2,2,2,3,3,3,2,2,2
0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1
3,1,1,3,1,1,3,2,1,1,3,2,1,2,2,3
4,1,4,2,3,2,3,2,4,4,3,5,2,1,1,1
1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1
3,3,3,3,4,3,4,4,3,3,4,3,4,4,4,4
0,0,2,1,3,2,3,4,4,4,1,1,4,1,4,2
75,2,9,24,99,56,75,56,94,116,121,48,42,33,72,101
0.86292035579681,0.092151856422424,0.12858352661133,0.74702205657959,0.29710350036621,0.48237342834473,0.21669367551804,0.29075208902359,2,0.11825435161591,0.073455095291138,0.072110509872437,0.16040062904358,0.28564457893372,0.42327570915222,0.51723206043243
