1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,2,2,2,3,3,3,3,2,3,3,2,3,2,2
0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
2,3,1,2,1,3,1,1,3,1,1,1,1,2,1,3
1,5,2,4,4,4,2,4,5,1,3,3,5,3,3,3
2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1
4,3,4,4,3,4,4,4,3,3,3,3,4,3,4,3
4,4,3,3,2,0,3,2,0,4,4,2,2,2,4,0
119,56,85,121,69,46,109,34,4,115,116,75,47,69,50,52
0.92471080541611,0.039074349403381,0.25997428894043,0.6998251914978,0.41113052368164,0.24178991317749,0.44403246641159,0.22228631973267,1,0.15653545856476,0.37891989946365,0.0082139015197754,0.8838222026825,0.16773300170898,0.76975810527802,0.68474519252777
