0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1
3,4,4,3,3,4,3,4,3,3,4,4,3,4,4,4
6,-2,2,5,4,5,-2,7,-3,-2,0,-3,6,2,1,2
3,2,3,3,1,1,3,2,3,2,3,1,1,3,1,1
4,2,3,2,2,4,2,3,3,5,2,4,3,4,4,4
1,1,1,2,1,1,2,1,2,1,2,2,1,1,2,2
3,2,2,1,2,2,3,1,2,1,4,2,4,2,3,3
1,5,1,2,2,1,1,7,6,-1,0,7,6,5,-3,6
36,113,11,7,100,35,24,18,20,101,74,46,4,5,7,87
0.70359941005707,0.16119933128357,0.32923374176025,0.12995487451553,0.12335138320923,0.10842218399048,0.51660232543945,0.87620544433594,0,0.69680738449097,0.29820660352707,0.17491669654846,0.075887084007263,0.36683239936829,2.9231470823288,2.9884614944458
