0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2,1,6,3,4,1,1,0,-2,-1,4,1,6,2,4
1,2,1,3,1,1,2,3,1,1,3,2,2,2,1,1
4,2,4,2,2,2,4,4,1,3,2,4,2,5,5,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,3,4,4,1,4,2,4,2,4,3,3,2,1,4
3,4,3,3,2,0,4,2,3,1,4,1,3,2,0,2
29,117,125,77,54,0,65,69,47,98,106,8,40,92,72,107
0.88489339113235,0.19571812152863,0.25792050361633,0.2609769821167,0.76473665237427,0.16573324203491,0.39379421472549,0.59201619625092,1,0.1932922244072,0.024721622467041,0.21074857711792,0.36288022994995,0.026001071929932,0.45788013935089,0.88704907894135
