0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1
2,3,3,2,2,3,2,3,2,2,3,3,3,2,2,2
0,4,1,0,-1,2,4,5,6,5,4,2,-1,0,1,4
0,4,1,0,-1,2,4,5,6,5,4,2,-1,0,1,4
3,7,7,3,3,4,2,5,3,4,6,5,2,6,4,7
1,2,3,1,2,3,1,1,2,3,3,2,3,2,3,2
3,3,3,4,5,1,5,5,1,1,4,4,5,1,5,5
2,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2
3,4,2,2,4,4,2,4,1,4,4,1,4,3,2,4
2,2,-3,0,-3,0,1,-2,3,-2,0,-2,1,0,0,3
112,114,10,110,91,73,98,90,73,30,90,82,37,18,53,42
0.92948167562485,0.29582715034485,0.66071000099182,0.8893012046814,0.7922999382019,0.35028018951416,0.34074794054031,0.37132920026779,2,0.73140773773193,0.34275369644165,0.3792014837265,0.5689363360405,0.36878732442856,0.30342769622803,0.036584496498108
