0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-2,7,0,1,4,7,2,-2,6,4,-2,2,-2,4,5,-2
2,1,1,3,1,2,2,2,2,3,3,3,3,1,2,1
3,1,4,4,4,2,2,1,5,5,3,3,5,3,5,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,4,2,3,3,3,4,2,2,3,4,4,2,2,3
0,0,1,3,0,3,0,4,0,3,0,4,2,0,1,4
92,34,111,23,121,68,35,58,101,95,14,117,59,105,30,112
0.88325597047806,0.033470129966736,0.21818463802338,0.76090545654297,0.30961980819702,0.67304944992065,0.26053479909897,0.12368533611298,1,0.15882532596588,0.17097383737564,0.39935555458069,0.12889814376831,0.34530415534973,0.62939655780792,0.32325625419617
