0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1
3,4,4,3,3,3,4,4,3,3,4,3,3,3,3,4
5,3,4,6,1,-2,-2,7,6,-4,3,-4,0,7,7,4
1,2,2,2,2,2,2,3,2,1,3,2,2,3,3,1
5,5,3,5,1,5,5,2,3,1,5,2,5,2,3,2
2,1,2,2,2,1,1,2,1,2,2,1,1,1,2,2
1,1,4,3,3,4,3,4,4,1,2,4,1,1,3,1
-4,1,2,4,0,-3,1,-4,-2,-1,4,-1,4,3,-2,3
54,101,79,90,116,7,17,103,114,22,88,116,20,52,28,57
0.96190326452255,0.42875641584396,0.63503923416138,0.50201362371445,0.31279792785645,0.76563310623169,0.72156982421875,0.37222547531128,2,0.20102300643921,0.014702475070953,0.38220648765564,0.46698755025864,0.32586679458618,3.4907901287079,0.75494861602783
