0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1
4,4,4,3,4,3,3,3,3,3,4,3,3,3,3,4
4,5,5,5,2,2,0,1,0,2,4,1,1,0,0,1
3,2,2,3,3,1,2,1,2,1,1,1,1,3,1,2
3,4,3,3,4,5,1,3,2,1,2,3,5,3,4,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2,3,1,0,0,2,2,4,3,4,2,2,2,1,3,2
18,102,18,114,10,85,13,127,16,70,115,57,14,65,54,58
0.89744654893875,0.44108073711395,0.60464754104614,0.17879894971848,0.54341732263565,0.73669281005859,0.45501947402954,0.55776948928833,0,0.63310642242432,0.70953944921494,0.38038122653961,0.36365765333176,0.30390425920486,0.93495106697083,0.25706124305725
