1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3
0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1
2,1,3,2,2,1,1,3,3,2,1,3,3,2,3,2
4,4,3,1,3,4,3,2,5,1,3,1,5,4,3,4
1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1
3,3,3,4,3,3,4,3,3,4,4,3,4,3,4,3
3,4,1,3,0,2,3,4,4,2,3,3,1,0,2,2
48,60,62,102,74,122,76,58,17,94,106,73,31,32,27,93
0.92711381435394,0.079269671440125,0.15835671424866,0.15364484786987,0.70688123703003,0.39183731079102,0.16409591436386,0.31317595243454,1,0.131631731987,0.48442631959915,0.00025191307067871,0.61980617046356,0.12145323753357,0.6684592962265,0.3379453420639
