1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2
0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
1,1,2,3,2,3,1,3,1,3,2,3,1,3,3,3
1,3,1,3,2,4,2,4,2,4,3,4,5,1,1,4
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,3,4,4,4,4,3,4,3,3,3,4,4,3,3,4
0,1,2,0,3,4,0,3,4,2,3,0,3,1,2,3
87,51,19,71,77,89,70,117,17,8,48,127,85,61,20,45
0.97486388921738,0.01463315486908,0.15138022899628,0.38334684371948,0.45807495117188,0.47662906646729,0.11987653970718,0.37402037382126,1,0.15529451370239,0.091842472553253,0.35992736816406,0.39121043682098,0.2783004283905,0.57619571685791,0.78544557094574
