0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1
3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,2
0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1,1,1,3,2,2,1,1,1,3,2,1,1,1,1,3
3,4,1,4,3,2,4,2,5,2,2,5,3,4,5,3
1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2
3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,4
2,4,3,4,2,2,3,1,3,2,3,4,4,1,1,4
81,6,8,101,19,111,13,28,27,3,75,57,99,64,102,74
0.92814796686172,0.129907029808807,0.242988467201649,0.745622902098999,0.77832136154175,0.1626124382019,0.05944788455963,0.06355954408646,1,0.19350697994232,0.23473751544952,0.32123284339905,0.37004840373993,0.22078628540039,0.36538648605347,0.29328644275665
