1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1
2,2,3,2,2,3,2,3,2,2,3,2,2,2,3,2
1,4,4,2,1,1,5,5,3,3,4,2,5,2,5,4
1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1
4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3
4,4,2,1,0,2,3,3,1,4,0,2,4,0,3,3
49,103,35,95,110,75,115,106,14,91,61,13,42,110,108,86
0.88026332616806,0.13465507030487,0.22293801307678,0.69158754348755,0.82922391891479,0.63047552108765,0.25078747272491,0.51371124982834,1,0.10933891534805,0.28595584630966,0.11914486885071,0.69228494167328,0.1330677986145,0.87446427345276,0.88617861270905
