1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1
2,2,3,3,3,3,3,2,2,2,3,3,3,2,2,2
0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1
3,1,3,3,2,3,2,2,1,2,2,2,3,2,1,1
2,2,2,2,1,2,2,1,2,2,1,4,5,5,3,3
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,4,1,1,4,3,2,1,1,4,3,1,2,4,1
2,2,3,1,1,2,0,3,3,3,3,0,0,3,3,4
47,100,81,1,47,46,55,75,67,52,126,84,92,54,55,64
0.91922403097153,0.031339740753174,0.12904613018036,0.75488443374634,0.32550506591797,0.66219205856323,0.49991104602814,0.34370062351227,1,0.15642602443695,0.34076678752899,0.043760061264038,0.76166868209839,0.066674852371216,0.88490176200867,0.25493049621582
