0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
3,3,3,3,2,3,2,2,3,3,2,3,2,2,2,2
0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1
3,1,2,1,3,2,1,3,2,2,3,2,2,1,2,2
5,2,2,4,2,2,5,5,3,2,5,5,3,4,5,5
1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1
3,4,3,4,4,4,3,3,3,4,4,4,3,3,4,3
3,1,2,3,2,0,0,2,1,2,2,4,0,3,2,0
54,96,20,82,51,12,53,96,75,98,16,10,77,23,85,126
0.86133402585983,0.34169620275497,0.68498034477234,0.45207343101501,0.40914222002029,0.68600435256958,0.60680408477783,0.49300680160522,3,0.17098777294159,0.47849503755569,0.20643707513809,0.73855837583542,0.52204080820084,0.10717284679413,0.50660061836243
