1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
2,3,3,2,3,2,3,2,3,2,3,3,3,3,2,2
0,-2,1,2,-1,3,4,5,6,5,4,3,-1,2,1,-2
1,4,1,4,3,4,3,4,3,2,1,4,3,3,2,4
0,4,1,0,-1,2,4,5,6,5,4,2,-1,0,1,4
2,3,2,3,1,3,1,1,1,2,1,3,1,1,3,1
2,2,5,4,5,1,5,2,3,5,3,3,3,5,2,2
2,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1
4,3,4,2,2,2,3,4,3,1,1,3,2,2,1,3
4,-1,1,3,-3,-3,1,3,-1,2,3,-4,0,3,-2,-3
68,90,83,76,43,97,39,21,52,100,17,72,48,116,26,76
0.9148483300209,0.083475065231323,0.80863718986511,0.014505279064178,0.83700981140137,0.34455709457397,0.24067804813385,0.48304663896561,1,0.34997844696045,0.42285218238831,0.8059752702713,0.6621616601944,0.14091371297836,0.87954711914062,0.82719695568085
