1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,2,2,3,2,3,3,3,2,3,2,2,3,2,2,3
0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1
2,2,3,3,1,3,3,3,1,1,2,2,2,3,1,2
5,4,3,1,1,5,2,1,5,2,2,5,2,1,3,2
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,4,4,3,4,3,3,4,3,3,3,3,4,3,4
1,1,1,3,-2,0,-3,0,0,4,-2,1,0,4,-4,4
59,30,32,77,26,8,28,51,81,59,102,57,34,75,29,83
0.7552677822113,0.41873651742935,0.91327524185181,0.20367084741592,0.69648351669312,0.67628231048584,0.62897357940674,0.51702327728271,2,0.56315495967865,0.29905089139938,0.25917630195618,0.38687062263489,0.35746350288391,3.2731276750565,2.056914806366
