1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0
2,3,3,3,2,2,2,3,2,3,2,3,3,3,2,3
0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,2,3,1,2,1,3,2,2,3,3,2,2,1,1,2
5,3,1,5,2,4,3,4,3,1,4,5,3,5,3,5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,3,4,3,3,4,3,4,4,3,4,4,4,4,4,3
2,3,3,3,0,3,4,1,3,1,1,3,3,4,3,4
21,10,11,70,13,23,108,24,22,49,69,65,80,21,57,20
0.94529339313507,0.13149671554565,0.62829067707062,0.2286193728447,0.36843690872192,0.55680522918701,0.67221007347107,0.077780628204346,1,0.17611799240112,0.0028773665428162,0.61787495613098,0.86763260364532,0.30121303796768,0.52342212200165,0.83873736858368
