1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-2,2,3,4,-1,7,1,7,1,2,-1,-1,1,7,-2,6
2,3,1,3,1,3,1,3,2,2,1,1,3,2,2,2
1,1,2,1,4,4,3,4,1,4,3,2,3,3,4,3
1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2
1,1,4,4,1,2,1,2,1,2,4,2,1,2,1,3
0,4,3,1,4,0,2,1,0,2,2,1,4,1,4,3
36,121,75,90,63,103,65,23,80,1,39,52,14,3,54,88
0.84705025196075,0.10536162853241,0.21169400215149,0.63267793655396,0.11714029312134,0.85871992111206,0.2809259057045,0.49352083206177,1,0.18255121707916,0.06417453289032,0.19344582557678,0.24638605117798,0.039397954940796,0.061201214790344,0.56389737129211
